Customer_ID,Age,Gender,Education,Occupation,Annual_Income,Avg_Monthly_Balance,Credit_Limit,Utilization_Ratio,Loan_Amount,EMI_to_Income,Mobile_App_Usage_Days,Internet_Banking_Frequency,Savings_Account,Credit_Card,Home_Loan,Personal_Loan,Insurance,Mutual_Fund,FD,Cross_Sell_Accepted
3981,32,Female,Graduate,Business,2477900,118369,245696,0.55,2084286,0.21,27,52,1,0,0,0,0,1,1,0
3982,58,Male,Undergraduate,Self-Employed,1428435,451219,55316,0.1,891225,0.06,27,30,1,1,1,0,1,0,1,0
3983,56,Male,Post-Graduate,Professional,1672299,120803,521511,0.25,408691,0.29,4,47,1,1,1,0,0,1,1,0
3984,61,Male,Undergraduate,Professional,1205309,232957,297540,0.37,1362499,0.52,9,50,1,0,0,0,0,0,1,0
3985,25,Male,Undergraduate,Business,372884,214999,209262,0.89,1042337,0.51,19,11,1,1,0,0,0,0,1,0
3986,33,Male,Undergraduate,Business,1021471,170730,504573,0.61,528996,0.38,15,22,0,1,1,0,1,0,0,0
3987,43,Male,Post-Graduate,Self-Employed,995299,83905,662641,0.5,1382343,0.14,6,10,0,1,1,0,1,0,0,0
3988,50,Female,Undergraduate,Professional,554557,346802,616527,0.22,1923745,0.11,25,43,1,1,0,0,1,1,0,1
3989,57,Female,Post-Graduate,Professional,2513658,284072,742136,0.55,2251064,0.58,4,19,1,0,0,0,0,1,0,1
3990,45,Female,Undergraduate,Self-Employed,2963555,306948,112938,0.89,1355172,0.28,5,54,1,1,0,1,0,0,0,1
3991,47,Female,Graduate,Business,2881295,249053,229182,0.56,2639749,0.41,21,15,1,0,0,0,1,1,0,0
3992,34,Male,Graduate,Salaried,1960807,61243,753555,0.2,136774,0.55,13,35,1,0,0,0,1,1,0,0
3993,56,Female,Graduate,Salaried,1801776,441534,610342,0.95,1794220,0.53,5,35,1,1,0,1,1,1,0,0
3994,59,Male,Post-Graduate,Professional,2768525,131118,781769,0.5,1172648,0.36,2,1,1,1,0,0,0,1,0,0
3995,36,Female,Post-Graduate,Professional,992669,188884,152821,0.34,926822,0.32,11,47,1,1,0,0,1,0,0,0
3996,42,Female,Post-Graduate,Business,2089716,448264,703869,0.5,1376483,0.45,18,45,1,1,0,0,1,0,0,0
3997,41,Female,Undergraduate,Salaried,1268170,399705,593300,0.29,2972804,0.24,15,47,1,1,0,0,1,1,1,0
3998,41,Male,Post-Graduate,Professional,694283,140218,394602,0.08,2526779,0.39,17,53,1,0,1,1,1,1,0,0
3999,28,Female,Post-Graduate,Business,372445,446091,260602,0.85,2189250,0.06,29,18,1,0,0,1,1,1,0,1
4000,36,Male,Post-Graduate,Salaried,2911558,245702,580893,0.44,134800,0.5,17,26,1,1,0,1,0,0,0,1
4001,51,Male,Post-Graduate,Self-Employed,2756197,165663,753469,0.73,1778898,0.6,20,18,0,0,0,1,1,0,1,1
4002,62,Female,Graduate,Professional,483863,394495,478332,0.92,2462828,0.58,19,41,1,1,1,1,1,1,0,0
4003,30,Male,Undergraduate,Self-Employed,1505773,417107,197217,0.62,2502326,0.25,20,18,1,1,1,0,0,0,0,0
4004,52,Male,Graduate,Salaried,2188717,381574,690936,0.67,774664,0.34,16,43,0,1,0,0,1,1,0,1
4005,54,Female,Undergraduate,Business,603204,248404,197434,0.9,2379395,0.18,11,18,1,0,0,0,1,0,0,1
4006,29,Female,Undergraduate,Business,2952851,17721,688428,0.51,2691497,0.22,28,32,1,0,0,0,0,1,1,0
4007,37,Female,Graduate,Salaried,2039520,487293,352009,0.34,1997741,0.3,28,38,1,0,0,1,0,1,1,1
4008,31,Female,Post-Graduate,Self-Employed,2035538,167224,397626,0.88,1132617,0.46,22,58,1,0,0,0,1,1,0,0
4009,52,Female,Graduate,Business,2249033,190529,120437,0.11,416863,0.06,27,27,1,1,0,0,1,1,0,0
4010,30,Female,Undergraduate,Professional,1856887,344803,683284,0.24,2071680,0.27,17,49,1,0,0,0,0,0,1,1
4011,42,Male,Undergraduate,Self-Employed,1891763,397914,445701,0.36,1622358,0.36,8,56,1,0,1,1,1,0,1,0
4012,37,Female,Post-Graduate,Self-Employed,500660,212420,303688,0.75,1595792,0.17,8,29,1,1,1,1,1,0,0,1
4013,24,Female,Graduate,Professional,2315490,439328,109789,0.86,43891,0.09,23,49,0,1,0,1,1,1,1,0
4014,45,Male,Undergraduate,Salaried,2015949,292984,172863,0.46,1364189,0.35,12,41,1,0,1,1,1,0,0,0
4015,41,Female,Graduate,Business,2384451,142280,148952,0.31,864895,0.4,15,20,1,0,0,1,1,0,1,1
4016,57,Male,Post-Graduate,Self-Employed,1713744,421458,369186,0.37,30207,0.4,27,35,0,0,0,0,1,0,0,1
4017,58,Female,Post-Graduate,Business,2302574,225695,653836,0.64,2800474,0.25,27,23,1,1,0,0,0,1,0,0
4018,21,Female,Undergraduate,Business,824966,11971,473347,0.19,2309624,0.18,4,56,1,1,0,0,0,1,0,0
4019,45,Male,Post-Graduate,Self-Employed,1865955,39795,627255,0.54,1274886,0.17,8,12,0,1,0,1,0,0,0,1
4020,56,Female,Undergraduate,Salaried,985712,371561,416727,0.58,2986720,0.07,25,53,1,0,1,1,0,1,0,1
4021,37,Male,Undergraduate,Self-Employed,1132229,142055,472663,0.69,2946436,0.15,15,35,1,0,0,0,0,0,0,0
4022,61,Female,Post-Graduate,Salaried,963819,498693,576920,0.59,1389683,0.5,5,36,1,0,0,0,0,0,1,1
4023,44,Female,Post-Graduate,Professional,1649614,152574,729647,0.14,1336033,0.05,22,42,1,1,1,0,1,1,0,1
4024,22,Male,Graduate,Salaried,2883583,431793,77108,0.67,2727798,0.07,10,54,1,1,1,0,0,0,1,0
4025,60,Female,Graduate,Salaried,1708922,119267,770417,0.07,2376706,0.12,24,28,1,1,0,0,1,0,0,0
4026,35,Female,Undergraduate,Self-Employed,1689483,398176,94049,0.4,1627965,0.28,21,37,1,1,1,0,1,1,1,0
4027,52,Male,Graduate,Business,370442,413570,384700,0.43,1856031,0.23,28,20,1,0,0,0,0,0,0,0
4028,59,Female,Undergraduate,Business,307898,270371,86395,0.15,376577,0.15,20,35,1,0,1,1,1,1,1,0
4029,26,Male,Post-Graduate,Salaried,2709648,208735,249156,0.06,1672271,0.11,24,54,1,1,1,0,0,0,0,1
4030,21,Female,Post-Graduate,Salaried,2910411,226631,199596,0.11,739963,0.57,19,7,1,1,0,0,1,0,0,0
4031,43,Male,Graduate,Self-Employed,2299964,497602,612558,0.45,662324,0.55,15,34,1,1,0,0,1,0,0,0
4032,59,Female,Undergraduate,Salaried,2731176,427076,498376,0.27,1057163,0.47,6,6,1,1,0,1,1,0,1,0
4033,37,Male,Undergraduate,Self-Employed,682762,174400,89190,0.11,994171,0.19,9,19,1,0,0,0,0,0,0,0
4034,54,Male,Graduate,Professional,1718114,475404,515877,0.28,438660,0.23,6,42,1,1,0,0,1,0,0,0
4035,61,Female,Undergraduate,Salaried,1066876,368659,422294,0.53,2305283,0.42,9,8,1,0,1,0,0,1,1,0
4036,49,Female,Undergraduate,Professional,1890306,52769,714172,0.72,947511,0.21,8,48,1,1,0,0,0,1,0,1
4037,29,Male,Post-Graduate,Salaried,2715732,423987,645231,0.42,2678095,0.34,16,30,1,1,0,0,0,0,1,0
4038,33,Female,Undergraduate,Salaried,2643599,62084,185839,0.6,959998,0.41,28,2,1,1,1,0,1,0,1,0
4039,26,Male,Undergraduate,Professional,1862057,51250,570992,0.59,2030015,0.34,25,16,1,0,0,1,0,0,0,0
4040,26,Female,Undergraduate,Professional,1862070,383277,517114,0.86,2269228,0.28,10,53,1,0,0,0,0,0,0,1
4041,40,Female,Graduate,Self-Employed,2526086,241285,199875,0.21,575419,0.24,9,46,1,0,1,1,0,0,0,0
4042,23,Male,Graduate,Self-Employed,1782712,188939,323115,0.48,1685907,0.48,8,24,1,1,0,0,1,0,0,1
4043,37,Male,Graduate,Professional,1470327,377678,785416,0.62,293172,0.46,25,25,1,1,1,1,1,1,1,1
4044,32,Female,Undergraduate,Salaried,800499,481633,661138,0.52,886600,0.43,14,13,1,1,1,1,0,0,0,0
4045,21,Female,Undergraduate,Self-Employed,2965044,191652,760864,0.46,1452258,0.26,23,55,1,1,1,1,1,1,1,0
4046,37,Female,Graduate,Salaried,2131273,158403,638769,0.93,2773340,0.48,7,9,1,0,0,1,1,0,0,0
4047,23,Female,Graduate,Business,1389739,348399,375630,0.9,1009776,0.58,11,30,0,0,0,0,1,1,1,1
4048,46,Female,Undergraduate,Self-Employed,2293873,371796,114840,0.6,2582803,0.43,20,9,1,0,0,0,1,0,1,0
4049,35,Male,Undergraduate,Self-Employed,1875355,18572,653496,0.45,1248617,0.27,16,40,1,1,0,1,1,1,0,0
4050,56,Female,Post-Graduate,Self-Employed,1173174,282040,617279,0.73,1961395,0.49,17,7,1,0,0,0,0,0,0,0
4051,52,Female,Graduate,Business,1407958,43077,467211,0.51,1286947,0.39,23,16,0,0,1,0,0,0,0,0
4052,52,Male,Undergraduate,Professional,2214472,226406,729808,0.95,1263637,0.53,8,38,1,0,0,1,0,1,1,0
4053,24,Male,Graduate,Salaried,2474248,474541,276744,0.67,1978752,0.44,12,32,1,0,0,1,1,0,1,0
4054,38,Male,Graduate,Business,1355587,347370,315321,0.11,2692116,0.47,25,29,0,1,0,1,0,0,0,0
4055,39,Female,Graduate,Professional,2877988,245944,470563,0.41,800431,0.42,17,43,1,0,1,1,0,1,0,1
4056,63,Male,Post-Graduate,Self-Employed,2310598,318365,196756,0.71,1696234,0.1,25,51,1,1,0,0,1,0,0,1
4057,55,Male,Undergraduate,Professional,2008798,313764,71735,0.81,1127890,0.32,15,40,1,1,1,1,1,0,1,1
4058,60,Male,Undergraduate,Professional,2173126,357511,55100,0.78,148935,0.08,7,51,1,1,1,0,0,1,1,1
4059,34,Male,Graduate,Professional,555178,126961,724628,0.93,15108,0.3,23,15,0,0,0,1,0,1,0,1
4060,53,Female,Undergraduate,Salaried,1150281,363753,616979,0.49,1194998,0.44,19,11,1,0,1,1,1,0,1,1
4061,34,Female,Post-Graduate,Professional,1295722,151336,788552,0.18,1469303,0.28,17,9,1,1,0,1,1,1,0,0
4062,54,Female,Graduate,Professional,2573527,26049,391308,0.64,2066087,0.05,23,16,1,1,0,0,1,0,1,0
4063,24,Male,Post-Graduate,Professional,2520945,218236,187479,0.11,1282268,0.25,13,25,1,1,1,0,1,0,0,0
4064,44,Male,Post-Graduate,Professional,1718635,470894,559656,0.93,2354769,0.09,26,32,1,0,0,0,0,0,1,1
4065,49,Male,Undergraduate,Business,315096,352523,74054,0.73,1610318,0.48,8,45,1,0,0,0,1,0,0,1
4066,39,Male,Undergraduate,Business,628035,39236,483414,0.93,2610673,0.48,22,10,1,1,0,0,0,0,0,0
4067,26,Male,Post-Graduate,Professional,2929872,255551,310777,0.39,2855724,0.49,14,10,1,0,1,1,1,0,1,0
4068,53,Male,Undergraduate,Professional,1757492,249173,487663,0.06,2428062,0.07,23,30,1,0,0,1,0,0,1,0
4069,60,Female,Post-Graduate,Professional,2915524,252863,452665,0.52,942222,0.07,25,57,1,1,1,0,1,1,0,1
4070,39,Female,Post-Graduate,Self-Employed,1667582,424339,697599,0.16,1970100,0.55,8,20,1,1,1,0,1,0,0,0
4071,21,Male,Graduate,Professional,2291276,167079,464773,0.66,2113986,0.12,14,41,1,0,1,1,0,1,0,0
4072,25,Female,Post-Graduate,Professional,397186,483577,766969,0.5,918763,0.42,5,34,1,0,0,0,1,0,1,0
4073,47,Male,Post-Graduate,Business,608762,282286,469875,0.73,1184425,0.49,12,1,1,0,0,1,0,0,0,0
4074,36,Male,Undergraduate,Business,2981098,38498,447121,0.31,1351063,0.3,27,32,0,0,0,1,0,0,0,1
4075,26,Female,Graduate,Business,428081,174298,219886,0.8,2192677,0.35,20,40,1,1,0,1,1,1,0,0
4076,60,Male,Undergraduate,Salaried,2220552,50348,219920,0.64,1564466,0.18,11,31,1,1,0,1,1,0,1,0
4077,33,Female,Graduate,Self-Employed,446451,299668,275538,0.94,1722316,0.56,4,48,1,1,0,0,1,1,1,0
4078,55,Male,Undergraduate,Professional,878886,190561,781386,0.21,2387546,0.22,20,54,0,1,1,0,0,1,1,0
4079,39,Male,Post-Graduate,Business,2701316,156370,760668,0.1,306592,0.17,2,11,1,1,0,0,1,0,1,1
4080,32,Female,Graduate,Salaried,2812783,153207,433646,0.82,1161362,0.34,10,58,1,1,0,0,0,0,0,1
4081,36,Male,Graduate,Professional,802550,130138,122220,0.35,758552,0.15,10,41,1,0,0,0,0,1,0,0
4082,63,Male,Graduate,Professional,2366463,82916,660533,0.44,2027077,0.43,7,57,1,0,0,1,0,0,1,0
4083,30,Male,Graduate,Business,1611664,495341,194190,0.88,1268704,0.33,24,19,1,0,0,0,1,0,1,0
4084,45,Female,Undergraduate,Professional,1650162,370146,292504,0.45,11224,0.13,12,50,1,0,0,0,1,1,1,0
4085,40,Male,Undergraduate,Professional,558153,46788,79888,0.32,1401904,0.09,23,7,1,0,0,1,1,0,0,0
4086,51,Male,Graduate,Professional,1523137,165992,144827,0.1,1574442,0.13,16,53,1,1,0,0,0,1,1,0
4087,24,Male,Graduate,Business,2049197,72015,359604,0.45,967891,0.13,27,29,1,0,0,1,0,0,1,0
4088,64,Female,Graduate,Salaried,2679430,466226,797871,0.64,2991095,0.22,10,42,1,1,1,0,1,0,0,0
4089,43,Female,Undergraduate,Professional,2359579,146715,161873,0.29,809809,0.51,8,38,1,1,0,0,1,1,1,0
4090,22,Female,Graduate,Salaried,2732010,60094,501181,0.7,2124693,0.08,27,53,1,1,1,0,0,0,0,1
4091,42,Female,Graduate,Professional,763920,157801,471505,0.48,1145918,0.12,27,36,1,0,0,0,1,1,0,0
4092,57,Female,Graduate,Business,988014,63046,615882,0.82,17943,0.22,25,33,1,0,0,1,0,1,0,0
4093,28,Male,Undergraduate,Salaried,501599,398343,601876,0.2,1812000,0.35,8,36,1,1,0,0,0,1,1,0
4094,27,Female,Post-Graduate,Business,1618866,202111,544195,0.73,1711824,0.47,5,26,1,1,0,1,1,1,0,0
4095,34,Female,Post-Graduate,Self-Employed,1460764,444500,216180,0.89,189926,0.56,4,29,1,1,0,1,1,0,0,0
4096,23,Male,Undergraduate,Professional,1812618,475362,534737,0.72,2756368,0.28,21,29,1,0,0,0,1,0,0,1
4097,36,Female,Post-Graduate,Self-Employed,2909294,356202,368759,0.42,987179,0.11,12,35,1,0,0,1,0,0,1,0
4098,39,Male,Graduate,Self-Employed,2061486,358453,645646,0.26,2711192,0.17,11,3,1,1,0,0,0,1,1,0
4099,38,Female,Graduate,Self-Employed,1822172,21804,337256,0.14,953799,0.21,15,46,1,0,0,1,0,0,0,0
4100,36,Male,Undergraduate,Professional,1872040,198939,665802,0.63,2407934,0.48,13,5,1,1,0,1,0,0,0,1
4101,28,Male,Undergraduate,Business,2098354,411032,66037,0.18,209770,0.43,1,33,1,1,1,0,0,1,0,0
4102,53,Female,Post-Graduate,Self-Employed,668599,430689,785220,0.8,252258,0.16,5,11,1,1,0,0,0,0,0,0
4103,32,Female,Post-Graduate,Salaried,1341597,153004,258081,0.91,1298787,0.51,6,6,1,1,0,0,1,0,0,0
4104,31,Male,Graduate,Professional,1706101,190482,403107,0.17,998270,0.52,13,2,1,1,0,0,0,1,1,0
4105,25,Male,Undergraduate,Business,531948,355174,437249,0.39,2661512,0.54,25,13,1,1,0,1,0,0,0,1
4106,47,Male,Post-Graduate,Business,1527697,426925,615153,0.89,111065,0.2,25,1,1,1,0,0,1,1,0,0
4107,32,Male,Post-Graduate,Self-Employed,668499,367869,700311,0.47,716373,0.12,10,27,1,0,1,0,1,0,1,0
4108,37,Male,Graduate,Professional,2845648,368585,189139,0.53,1701940,0.11,12,40,1,1,1,1,1,1,0,1
4109,26,Male,Graduate,Self-Employed,1303438,16487,704843,0.72,2518588,0.27,3,42,1,1,1,0,0,0,1,0
4110,53,Male,Graduate,Salaried,1444173,420420,710701,0.24,1499038,0.29,29,15,1,1,0,0,0,1,0,0
4111,25,Female,Graduate,Business,506691,15988,242739,0.93,260084,0.53,29,35,0,1,0,0,1,0,1,0
4112,48,Male,Post-Graduate,Business,974451,37364,600728,0.75,2184811,0.2,11,30,0,0,0,1,0,1,0,1
4113,34,Female,Undergraduate,Professional,2276013,179475,303160,0.2,1671982,0.39,24,6,1,0,1,1,0,0,1,0
4114,25,Female,Undergraduate,Business,2784849,31048,655451,0.15,668738,0.48,24,34,1,1,0,0,0,1,0,1
4115,53,Male,Graduate,Professional,1626597,148165,767053,0.89,708577,0.2,25,21,1,1,0,0,1,0,1,0
4116,61,Male,Graduate,Self-Employed,1252085,243980,400882,0.67,2767167,0.2,15,32,1,1,0,0,1,1,0,1
4117,39,Female,Post-Graduate,Salaried,2863720,355627,510846,0.08,588409,0.42,17,57,1,1,0,0,1,0,1,0
4118,42,Male,Graduate,Professional,832639,499487,561382,0.18,1387773,0.45,5,55,1,1,1,0,0,1,0,0
4119,25,Male,Undergraduate,Self-Employed,708864,301340,184592,0.09,2753835,0.58,5,20,1,1,0,0,0,1,1,1
4120,22,Female,Graduate,Salaried,1668268,32727,754570,0.93,2449412,0.52,23,35,1,1,0,1,0,0,1,0
4121,50,Female,Undergraduate,Business,409538,183239,737496,0.5,1097565,0.5,11,9,1,0,1,0,1,0,0,0
4122,59,Female,Graduate,Salaried,1703717,428100,758214,0.47,22974,0.43,8,52,1,1,1,1,1,1,1,0
4123,24,Male,Graduate,Salaried,2591047,306751,240137,0.91,464718,0.12,11,37,1,1,0,0,1,1,0,0
4124,53,Male,Undergraduate,Salaried,1590085,476427,462207,0.5,1865725,0.5,23,6,1,0,0,1,1,1,1,0
4125,33,Female,Post-Graduate,Business,2372975,316456,317254,0.52,2488358,0.56,22,10,0,1,0,1,0,0,0,0
4126,40,Male,Post-Graduate,Professional,1261984,50769,751630,0.94,442567,0.26,20,53,1,0,0,0,1,1,1,0
4127,27,Female,Graduate,Professional,2829385,140205,484440,0.15,1640105,0.22,15,9,1,1,0,1,1,0,0,0
4128,35,Male,Graduate,Salaried,2347057,412791,765918,0.94,2387813,0.34,9,33,1,1,1,1,1,1,1,0
4129,43,Female,Undergraduate,Self-Employed,1579757,176146,396357,0.2,2871131,0.58,18,59,1,0,0,0,1,1,0,0
4130,34,Male,Undergraduate,Self-Employed,386967,232364,552999,0.48,871195,0.08,6,16,1,1,0,0,1,0,1,0
4131,43,Female,Graduate,Salaried,452996,151736,364031,0.35,2089584,0.44,26,32,1,0,0,0,0,0,0,0
4132,39,Male,Undergraduate,Salaried,859152,352794,388395,0.91,1473819,0.5,6,38,1,0,1,0,1,1,1,0
4133,49,Male,Post-Graduate,Self-Employed,1623213,359204,659663,0.49,2426965,0.48,11,48,1,1,1,0,0,0,1,0
4134,40,Female,Post-Graduate,Salaried,305337,258446,689913,0.07,504933,0.36,20,20,1,1,0,1,1,0,1,1
4135,49,Male,Undergraduate,Salaried,1411857,86695,740590,0.25,2873406,0.56,29,20,1,0,1,0,0,0,0,0
4136,44,Male,Undergraduate,Professional,538913,154371,176083,0.44,964211,0.12,3,3,1,1,0,0,1,1,0,0
4137,38,Female,Undergraduate,Professional,2634950,271982,541311,0.66,1499827,0.18,11,14,1,1,0,0,1,0,0,1
4138,30,Male,Post-Graduate,Salaried,1548966,399469,611549,0.56,2083365,0.22,3,21,1,1,1,1,1,0,0,1
4139,61,Male,Graduate,Salaried,1034694,431248,291146,0.81,951085,0.05,18,8,0,1,0,1,0,0,1,0
4140,28,Male,Undergraduate,Business,1630604,313541,409576,0.8,1579415,0.25,3,52,1,1,1,0,0,0,1,0
4141,46,Female,Undergraduate,Professional,2406226,207063,74365,0.58,1543688,0.14,20,55,1,1,0,0,1,0,0,0
4142,49,Female,Undergraduate,Salaried,2424059,459135,160127,0.56,2553879,0.45,10,46,1,1,0,1,1,0,0,0
4143,30,Female,Graduate,Business,1567173,380209,301486,0.3,1366110,0.28,4,24,1,1,1,0,0,0,0,1
4144,37,Female,Undergraduate,Business,666867,199519,727691,0.91,1970012,0.44,26,47,1,1,0,1,0,0,0,0
4145,22,Female,Undergraduate,Business,832912,75498,730165,0.12,429235,0.21,23,21,1,1,0,1,0,0,1,1
4146,26,Male,Post-Graduate,Business,555160,400595,472590,0.41,345218,0.12,4,42,1,0,0,1,1,0,0,0
4147,25,Male,Undergraduate,Professional,2538679,118114,461027,0.64,1142668,0.12,25,32,1,0,0,1,1,0,1,0
4148,48,Female,Post-Graduate,Business,2640960,54572,678879,0.9,2671124,0.16,24,17,1,1,0,0,1,1,0,0
4149,61,Male,Graduate,Professional,1490842,240888,557797,0.5,758791,0.11,1,40,1,0,0,0,0,0,1,1
4150,25,Male,Undergraduate,Business,2156630,211346,199155,0.86,525175,0.17,26,58,1,1,0,0,1,1,1,0
4151,38,Male,Undergraduate,Business,1268473,419991,193233,0.14,1690477,0.37,17,51,1,1,0,0,0,0,1,0
4152,46,Male,Post-Graduate,Self-Employed,373106,45389,719763,0.53,674176,0.19,29,4,1,1,0,0,1,0,0,1
4153,40,Female,Graduate,Professional,1370063,484470,307017,0.33,2461197,0.24,6,42,1,1,0,0,1,0,1,1
4154,61,Female,Graduate,Self-Employed,300617,409392,166833,0.77,1204043,0.08,4,23,1,0,0,0,1,0,1,1
4155,47,Male,Post-Graduate,Self-Employed,687529,58263,496640,0.45,1185173,0.54,26,57,1,1,1,1,1,1,0,0
4156,32,Male,Graduate,Business,1455389,412328,144506,0.48,2861428,0.13,22,36,1,1,0,0,0,0,1,0
4157,27,Female,Graduate,Professional,1985885,228711,60468,0.11,191651,0.24,9,52,1,1,1,1,1,0,0,0
4158,23,Male,Graduate,Salaried,961645,245417,585423,0.44,1374863,0.26,10,22,0,1,1,0,1,0,1,1
4159,30,Male,Graduate,Business,857512,430249,501190,0.12,2193406,0.47,5,25,1,1,1,0,1,0,1,0
4160,54,Male,Graduate,Professional,2323306,29984,271453,0.32,1528330,0.32,8,4,1,0,1,1,1,0,0,0
4161,45,Female,Graduate,Self-Employed,1673159,434958,439200,0.16,1008450,0.26,18,10,1,0,0,0,1,1,1,0
4162,55,Female,Graduate,Professional,2317547,244586,375279,0.35,910689,0.43,24,24,1,1,0,1,1,1,0,0
4163,36,Male,Graduate,Business,1975042,342188,725515,0.25,1772952,0.38,8,35,1,0,0,0,1,0,0,1
4164,22,Male,Undergraduate,Professional,1681229,442426,640324,0.31,807422,0.09,18,50,1,1,1,0,1,1,0,0
4165,44,Male,Post-Graduate,Self-Employed,2991750,328950,704017,0.18,1145689,0.22,7,14,1,1,1,0,0,1,1,0
4166,30,Male,Graduate,Professional,1036415,462348,516691,0.45,2276290,0.59,8,20,1,1,0,0,1,0,0,0
4167,58,Male,Post-Graduate,Professional,1788909,212824,727351,0.5,172243,0.32,7,46,1,1,0,1,1,0,0,1
4168,42,Male,Graduate,Self-Employed,1595339,296413,227117,0.8,2902640,0.28,22,52,0,1,1,1,1,1,0,0
4169,46,Female,Graduate,Business,1863328,337940,522541,0.53,331712,0.13,19,55,1,1,0,0,1,0,0,0
4170,63,Female,Undergraduate,Salaried,612362,410049,593422,0.26,1900377,0.51,11,14,1,1,0,0,0,1,1,0
4171,59,Male,Post-Graduate,Self-Employed,561312,265965,624752,0.71,450904,0.12,11,39,1,1,0,0,1,0,0,0
4172,47,Female,Post-Graduate,Self-Employed,2303564,19527,658361,0.32,1158154,0.11,3,9,1,1,1,1,1,1,0,0
4173,49,Male,Undergraduate,Business,1653308,147016,705968,0.73,1421647,0.29,24,58,1,0,0,1,0,1,1,0
4174,58,Male,Undergraduate,Business,313302,425734,784783,0.4,1005417,0.29,20,34,1,1,0,1,1,1,1,0
4175,40,Female,Post-Graduate,Professional,1797552,360939,446510,0.51,1730213,0.59,13,20,1,1,1,0,1,1,1,0
4176,47,Female,Graduate,Self-Employed,1876098,393660,301684,0.5,138497,0.12,26,3,1,1,0,0,0,1,1,1
4177,61,Male,Graduate,Professional,1539273,236468,690973,0.91,1996853,0.32,24,12,1,1,1,0,1,1,1,0
4178,40,Male,Post-Graduate,Professional,2280319,369239,404685,0.19,1520220,0.16,29,51,1,1,1,1,1,1,1,0
4179,64,Female,Graduate,Business,1080638,43102,727766,0.89,2379526,0.44,10,48,1,0,0,1,0,1,0,0
4180,39,Female,Undergraduate,Business,1943667,148741,798183,0.56,2638119,0.27,6,39,1,1,1,1,1,0,0,0
4181,40,Male,Undergraduate,Professional,1797115,373227,135105,0.94,302636,0.41,3,12,1,0,0,0,0,1,0,0
4182,55,Male,Undergraduate,Self-Employed,443618,297523,739659,0.57,2178997,0.24,28,42,1,0,0,1,1,0,0,0
4183,22,Male,Post-Graduate,Self-Employed,860725,426928,97043,0.64,1957080,0.36,10,22,1,0,1,1,1,0,0,0
4184,50,Female,Post-Graduate,Professional,912277,127125,210822,0.72,322236,0.31,2,35,1,0,0,0,1,1,0,1
4185,54,Male,Post-Graduate,Salaried,2247252,291335,368680,0.79,1211498,0.26,1,40,1,1,0,1,0,0,1,0
4186,42,Female,Graduate,Salaried,2676555,270978,716626,0.48,230872,0.35,12,31,1,0,0,1,0,0,0,0
4187,23,Male,Post-Graduate,Business,1214958,154331,398566,0.66,1682439,0.26,4,56,1,0,0,1,0,1,0,1
4188,26,Female,Post-Graduate,Self-Employed,2197682,179030,697843,0.6,476703,0.49,24,7,0,0,1,0,0,1,0,0
4189,35,Female,Undergraduate,Professional,2602494,166588,752904,0.42,284561,0.32,20,9,1,1,0,1,1,0,0,0
4190,47,Female,Graduate,Professional,1073913,45931,125382,0.79,1070410,0.55,24,51,1,0,1,1,1,1,1,0
4191,30,Female,Graduate,Self-Employed,2393508,346774,390399,0.22,1705911,0.17,29,37,1,0,0,1,1,0,1,0
4192,29,Male,Undergraduate,Business,522202,21624,136924,0.2,2756644,0.11,24,22,1,1,0,0,1,0,1,1
4193,53,Female,Graduate,Business,995361,164944,95116,0.71,2625718,0.26,11,9,1,0,0,1,0,0,1,0
4194,52,Female,Post-Graduate,Salaried,2423156,134148,751686,0.62,2766345,0.15,1,16,1,1,0,1,1,0,0,0
4195,26,Female,Graduate,Self-Employed,2148178,304935,381498,0.34,2232389,0.27,29,52,1,1,0,0,1,0,0,1
4196,61,Male,Undergraduate,Self-Employed,2239259,276796,320231,0.62,1892588,0.16,16,21,1,1,0,0,1,0,0,0
4197,56,Male,Graduate,Professional,775710,307660,556724,0.74,606671,0.53,6,9,1,0,0,1,0,0,1,0
4198,22,Male,Undergraduate,Self-Employed,579986,389282,413891,0.25,2217077,0.36,27,12,1,1,1,1,0,1,1,0
4199,49,Male,Post-Graduate,Salaried,1833403,232580,753776,0.57,2326232,0.32,15,27,1,1,1,1,0,1,0,0
4200,24,Male,Post-Graduate,Self-Employed,2203716,18095,137629,0.79,1618110,0.48,10,52,1,1,0,1,0,0,1,0
4201,21,Male,Undergraduate,Professional,2957635,209965,640871,0.42,1737633,0.12,24,47,1,0,1,0,0,1,1,0
4202,39,Female,Post-Graduate,Salaried,1476714,480848,93413,0.56,706398,0.52,8,50,1,0,0,1,1,0,0,0
4203,46,Female,Post-Graduate,Professional,1258070,280239,516682,0.12,2530809,0.32,17,9,1,1,1,0,1,1,1,0
4204,45,Female,Graduate,Self-Employed,2404888,86216,732198,0.8,826871,0.13,24,27,1,1,1,1,0,0,1,0
4205,30,Male,Post-Graduate,Business,1921122,378531,180393,0.77,1122030,0.5,13,28,1,1,1,0,0,1,0,0
4206,35,Female,Undergraduate,Self-Employed,658948,458340,613322,0.46,1118023,0.3,9,35,1,0,0,0,1,1,1,0
4207,42,Female,Post-Graduate,Self-Employed,2178483,169314,403019,0.16,2406266,0.38,27,43,1,1,1,1,0,0,1,0
4208,41,Male,Graduate,Professional,1917375,36333,715919,0.64,2130637,0.54,6,38,0,0,1,0,0,1,0,1
